#SFM_R1-4,,,,,,,,,,,,,
CFMT_2E2C,,,,,,,,,,,,,
Serial Number:,SFM1K308,,,,,,,,,,,,
APP Serial #:,2001378,,,,,,,,,,,,
APP Ver:,R1-9-4,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,
Comment:,,,,,,,,,,,,,
Base-line asymmetry multiplier (outer):,1,(inner):,1,,,,,,,,,,
Base-line asymmetry offset (outer):,-1,(inner):,-1,,,,,,,,,,
Thermal diffusivity:,0.0025,(cm^2 s^-1),,,,,,,,,,,
Wounding coefficient:,1.7283,,,,,,,,,,,,
Vs factor:,1,,,,,,,,,,,,
Corrected sap flow sapwood area 1:,10,cm^2,,,,,,,,,,,
Corrected sap flow sapwood area 2:,10,cm^2,,,,,,,,,,,
Pulse Energy:,20,Joules,,,,,,,,,,,
#DATA_START_44780 ,,,,,,,,,,,,,
Date ,Time ,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
20/09/2021,09:00:00,-0.748,-0.582,0.772,1.282,0.252,0.079,4.439,4.557,0.777,0.798,0.974,4.853,5.066,0.956,0.976,0.979,2.680 ,4.13,7.70,not present ,0.00,0.00,
20/09/2021,09:30:01,-0.474,-0.609,1.614,1.201,0.527,0.074,4.684,4.809,0.785,0.798,0.983,4.838,5.050,0.960,0.981,0.979,2.680 ,4.12,8.39,not present ,0.00,0.00,
20/09/2021,10:00:00,0.593,-0.475,4.899,1.613,1.600,0.100,5.435,5.568,0.804,0.788,1.020,5.158,5.374,0.961,0.977,0.983,2.680 ,4.11,10.70,not present ,0.00,0.00,
20/09/2021,10:30:01,1.657,-0.423,8.170,1.772,2.669,0.110,6.515,6.666,0.816,0.771,1.059,5.782,6.002,0.963,0.978,0.985,2.680 ,4.10,13.50,not present ,0.00,0.00,
20/09/2021,11:00:01,2.728,-0.387,11.463,1.883,3.745,0.117,7.497,7.609,0.829,0.755,1.099,6.530,6.739,0.958,0.972,0.986,2.680 ,4.09,15.50,not present ,0.00,0.00,
20/09/2021,11:30:01,3.754,-0.489,14.618,1.569,4.776,0.097,8.218,8.307,0.838,0.737,1.139,7.210,7.407,0.953,0.969,0.983,2.680 ,4.09,16.79,not present ,0.00,0.00,
20/09/2021,12:00:00,3.577,-0.285,14.075,2.197,4.598,0.136,8.222,8.235,0.828,0.732,1.132,7.587,7.760,0.954,0.964,0.990,2.680 ,4.08,16.00,not present ,0.00,0.00,
20/09/2021,12:30:00,4.010,-0.439,15.405,1.722,5.033,0.107,8.561,8.607,0.835,0.728,1.149,7.848,8.021,0.951,0.966,0.984,2.680 ,4.07,15.40,not present ,0.00,0.00,
20/09/2021,13:00:01,4.202,-0.429,15.994,1.753,5.225,0.109,8.939,8.982,0.839,0.727,1.157,8.277,8.445,0.950,0.965,0.985,2.680 ,4.07,15.30,not present ,0.00,0.00,
20/09/2021,13:30:00,3.863,-0.373,14.953,1.926,4.885,0.120,9.336,9.345,0.835,0.731,1.143,8.691,8.856,0.948,0.961,0.987,2.680 ,4.06,16.10,not present ,0.00,0.00,
20/09/2021,14:00:00,4.102,-0.323,15.686,2.078,5.125,0.129,9.781,9.822,0.847,0.736,1.153,9.098,9.262,0.950,0.961,0.988,2.680 ,4.05,16.50,not present ,0.00,0.00,
20/09/2021,14:30:00,4.755,-0.389,17.694,1.876,5.781,0.116,10.381,10.386,0.841,0.715,1.179,9.656,9.823,0.945,0.959,0.986,2.680 ,4.03,17.20,not present ,0.00,0.00,
20/09/2021,15:00:00,5.154,-0.337,18.921,2.037,6.182,0.127,11.428,11.461,0.860,0.721,1.195,10.308,10.472,0.946,0.957,0.988,2.680 ,4.02,18.60,not present ,0.00,0.00,
20/09/2021,15:30:00,4.626,-0.568,17.300,1.328,5.652,0.082,11.779,11.779,0.858,0.732,1.174,10.901,11.052,0.935,0.954,0.980,2.680 ,4.00,19.29,not present ,0.00,0.00,
20/09/2021,16:00:01,4.647,-0.388,17.362,1.879,5.672,0.117,11.904,11.869,0.834,0.711,1.175,11.383,11.531,0.934,0.947,0.986,2.680 ,3.99,19.29,not present ,0.00,0.00,
20/09/2021,16:30:01,3.673,-0.449,14.369,1.693,4.694,0.105,11.631,11.659,0.822,0.725,1.136,11.413,11.588,0.937,0.952,0.984,2.680 ,3.98,17.20,not present ,0.00,0.00,
20/09/2021,17:00:01,3.279,-0.461,13.156,1.654,4.298,0.103,11.997,12.103,0.818,0.731,1.120,11.639,11.854,0.934,0.950,0.984,2.680 ,3.97,17.29,not present ,0.00,0.00,
20/09/2021,17:30:01,3.690,-0.376,14.420,1.916,4.711,0.119,12.812,12.911,0.810,0.714,1.136,12.176,12.404,0.936,0.949,0.987,2.680 ,3.96,19.60,not present ,0.00,0.00,
20/09/2021,18:00:00,3.154,-0.364,12.773,1.952,4.173,0.121,12.448,12.536,0.811,0.728,1.115,12.403,12.642,0.931,0.943,0.987,2.680 ,3.96,17.60,not present ,0.00,0.00,
20/09/2021,18:30:01,2.214,-0.529,9.884,1.445,3.229,0.090,12.273,12.414,0.804,0.746,1.079,12.442,12.709,0.928,0.946,0.981,2.680 ,3.95,16.20,not present ,0.00,0.00,
20/09/2021,19:00:01,1.333,-0.454,7.174,1.678,2.344,0.104,12.160,12.299,0.790,0.755,1.047,12.445,12.711,0.927,0.942,0.984,2.680 ,3.94,15.50,not present ,0.00,0.00,
20/09/2021,19:30:01,0.516,-0.404,4.663,1.831,1.523,0.114,11.958,12.081,0.778,0.765,1.018,12.358,12.610,0.928,0.941,0.986,2.680 ,4.00,22.80,present ,25.73,99.00,
20/09/2021,20:00:00,-0.019,-0.449,3.015,1.691,0.985,0.105,11.575,11.688,0.773,0.775,0.999,12.164,12.405,0.926,0.941,0.984,2.680 ,4.11,33.80,present ,25.67,100.20,
20/09/2021,20:30:00,-0.258,-0.520,2.279,1.475,0.744,0.091,11.406,11.531,0.770,0.778,0.991,11.923,12.157,0.927,0.944,0.982,2.680 ,4.19,32.40,present ,25.74,72.30,
20/09/2021,21:00:01,-0.515,-0.505,1.488,1.520,0.486,0.094,11.255,11.377,0.752,0.766,0.982,11.767,11.995,0.928,0.945,0.982,2.680 ,4.19,24.10,present ,25.79,28.80,
20/09/2021,21:30:00,-0.681,-0.435,0.979,1.735,0.319,0.108,11.110,11.230,0.765,0.784,0.976,11.600,11.824,0.932,0.946,0.984,2.680 ,4.19,20.70,present ,25.77,26.40,
20/09/2021,22:00:00,-0.917,-0.617,0.254,1.176,0.083,0.073,10.956,11.069,0.762,0.787,0.968,11.462,11.680,0.929,0.949,0.978,2.680 ,4.19,19.70,present ,25.73,26.70,
20/09/2021,22:30:00,-1.254,-0.536,-0.781,1.424,-0.255,0.088,10.821,10.934,0.757,0.791,0.957,11.314,11.529,0.933,0.951,0.981,2.680 ,4.19,19.50,present ,25.76,25.50,
20/09/2021,23:00:00,-1.113,-0.548,-0.350,1.388,-0.114,0.086,10.530,10.632,0.760,0.790,0.962,11.099,11.308,0.931,0.950,0.981,2.680 ,4.19,18.60,present ,25.73,26.10,
20/09/2021,23:30:00,-1.212,-0.483,-0.653,1.588,-0.213,0.098,10.387,10.497,0.758,0.791,0.958,10.921,11.128,0.933,0.949,0.983,2.680 ,4.19,18.79,present ,25.69,25.80,
21/09/2021,00:00:01,-1.314,-0.434,-0.968,1.738,-0.316,0.108,10.238,10.341,0.760,0.796,0.955,10.756,10.961,0.935,0.950,0.985,2.680 ,4.19,18.40,present ,25.66,25.80,
21/09/2021,00:30:01,-1.012,-0.498,-0.037,1.542,-0.012,0.096,10.164,10.273,0.761,0.789,0.965,10.621,10.825,0.934,0.951,0.982,2.680 ,4.19,18.40,present ,25.65,25.50,
21/09/2021,01:00:01,-1.301,-0.477,-0.927,1.606,-0.302,0.100,10.077,10.188,0.757,0.793,0.955,10.508,10.712,0.935,0.951,0.983,2.680 ,4.19,18.40,present ,25.62,25.80,
21/09/2021,01:30:01,-1.197,-0.601,-0.606,1.224,-0.198,0.076,10.103,10.219,0.757,0.790,0.959,10.438,10.641,0.934,0.954,0.979,2.680 ,4.19,18.70,present ,25.59,25.80,
21/09/2021,02:00:01,-1.306,-0.496,-0.942,1.547,-0.307,0.096,10.034,10.147,0.758,0.793,0.955,10.380,10.582,0.936,0.953,0.982,2.680 ,4.19,18.79,present ,25.55,25.80,
21/09/2021,02:30:00,-1.256,-0.425,-0.789,1.765,-0.257,0.110,9.886,9.990,0.753,0.787,0.957,10.282,10.482,0.935,0.949,0.985,2.680 ,4.19,18.50,present ,25.51,25.50,
21/09/2021,03:00:00,-1.308,-0.439,-0.948,1.724,-0.309,0.107,9.836,9.944,0.758,0.794,0.955,10.193,10.392,0.936,0.950,0.984,2.680 ,4.19,18.50,present ,25.48,25.80,
21/09/2021,03:30:00,-1.243,-0.625,-0.747,1.151,-0.244,0.071,9.730,9.839,0.761,0.795,0.957,10.106,10.303,0.935,0.956,0.978,2.680 ,4.19,18.50,present ,25.45,26.10,
21/09/2021,04:00:01,-1.760,-0.506,-2.338,1.518,-0.763,0.094,9.295,9.388,0.757,0.805,0.940,9.913,10.108,0.934,0.950,0.982,2.680 ,4.19,17.40,present ,25.41,25.80,
21/09/2021,04:30:01,-1.075,-0.598,-0.232,1.233,-0.076,0.076,9.292,9.398,0.763,0.792,0.963,9.752,9.947,0.934,0.954,0.979,2.680 ,4.19,17.60,present ,25.37,25.80,
21/09/2021,05:00:01,-1.435,-0.521,-1.338,1.472,-0.437,0.091,8.879,8.970,0.749,0.787,0.951,9.575,9.770,0.933,0.951,0.982,2.680 ,4.20,16.60,present ,25.30,25.50,
21/09/2021,05:30:00,-1.326,-0.451,-1.005,1.686,-0.328,0.105,9.207,9.326,0.762,0.798,0.954,9.497,9.693,0.941,0.956,0.984,2.680 ,4.20,17.79,present ,25.23,26.10,
21/09/2021,06:00:00,-1.354,-0.586,-1.091,1.272,-0.356,0.079,9.377,9.499,0.759,0.796,0.954,9.567,9.767,0.937,0.957,0.979,2.680 ,4.19,18.50,present ,25.23,25.80,
21/09/2021,06:30:00,-1.295,-0.493,-0.909,1.558,-0.297,0.097,9.472,9.590,0.762,0.797,0.956,9.640,9.840,0.938,0.955,0.983,2.680 ,4.19,18.60,present ,25.16,25.80,
21/09/2021,07:00:01,-1.227,-0.604,-0.698,1.215,-0.228,0.075,9.618,9.735,0.758,0.792,0.958,9.721,9.921,0.937,0.957,0.979,2.680 ,4.18,17.29,not present ,0.00,0.00,
21/09/2021,07:30:01,-1.335,-0.615,-1.031,1.183,-0.336,0.073,9.737,9.858,0.756,0.793,0.954,9.797,9.993,0.932,0.952,0.978,2.680 ,4.17,14.60,not present ,0.00,0.00,
21/09/2021,08:00:01,-0.782,-0.453,0.668,1.679,0.218,0.104,9.904,10.016,0.763,0.784,0.973,9.930,10.126,0.937,0.953,0.984,2.680 ,4.15,14.70,not present ,0.00,0.00,
21/09/2021,08:30:01,-0.651,-0.589,1.072,1.262,0.350,0.078,9.757,9.849,0.766,0.784,0.977,9.933,10.125,0.933,0.953,0.979,2.680 ,4.14,13.90,not present ,0.00,0.00,
21/09/2021,09:00:01,-0.302,-0.545,2.144,1.396,0.700,0.087,9.802,9.890,0.771,0.779,0.989,9.919,10.106,0.937,0.955,0.981,2.680 ,4.13,13.90,not present ,0.00,0.00,
21/09/2021,09:30:00,0.392,-0.475,4.281,1.611,1.399,0.100,10.159,10.244,0.780,0.770,1.013,10.061,10.246,0.941,0.957,0.983,2.680 ,4.12,15.00,not present ,0.00,0.00,
21/09/2021,10:00:01,0.985,-0.491,6.104,1.564,1.994,0.097,10.505,10.589,0.797,0.771,1.034,10.301,10.485,0.936,0.953,0.983,2.680 ,4.11,16.10,not present ,0.00,0.00,
21/09/2021,10:30:01,2.909,-0.476,12.020,1.609,3.927,0.100,11.194,11.272,0.825,0.746,1.106,10.696,10.884,0.937,0.954,0.983,2.680 ,4.10,17.60,not present ,0.00,0.00,
21/09/2021,11:00:01,4.240,-0.348,16.112,2.003,5.264,0.124,11.928,11.972,0.832,0.720,1.158,11.215,11.394,0.937,0.949,0.987,2.680 ,4.09,19.40,not present ,0.00,0.00,
21/09/2021,11:30:00,5.416,-0.220,19.729,2.397,6.446,0.149,12.557,12.574,0.843,0.700,1.206,11.721,11.890,0.937,0.945,0.992,2.680 ,4.09,20.60,not present ,0.00,0.00,
21/09/2021,12:00:00,5.745,-0.308,20.738,2.127,6.775,0.132,12.937,12.919,0.856,0.703,1.220,12.153,12.310,0.934,0.945,0.989,2.680 ,4.08,20.60,not present ,0.00,0.00,
21/09/2021,12:30:00,6.312,-0.392,22.483,1.867,7.345,0.116,13.459,13.423,0.851,0.685,1.245,12.581,12.725,0.935,0.948,0.986,2.680 ,4.07,20.80,not present ,0.00,0.00,
21/09/2021,13:00:00,6.504,-0.421,23.073,1.778,7.538,0.110,13.923,13.893,0.861,0.689,1.253,13.050,13.188,0.932,0.946,0.985,2.680 ,4.07,21.20,not present ,0.00,0.00,
21/09/2021,13:30:01,5.024,-0.345,18.521,2.013,6.051,0.125,13.846,13.788,0.848,0.714,1.190,13.332,13.465,0.929,0.940,0.988,2.680 ,4.06,20.50,not present ,0.00,0.00,
21/09/2021,14:00:00,4.717,-0.398,17.580,1.850,5.743,0.115,14.396,14.407,0.840,0.715,1.177,13.693,13.837,0.930,0.944,0.986,2.680 ,4.05,20.90,not present ,0.00,0.00,
21/09/2021,14:30:00,5.332,-0.291,19.470,2.178,6.361,0.135,15.407,15.422,0.840,0.699,1.203,14.393,14.535,0.928,0.939,0.989,2.680 ,4.03,22.60,not present ,0.00,0.00,
21/09/2021,15:00:01,5.252,-0.324,19.223,2.076,6.280,0.129,16.081,16.058,0.839,0.701,1.200,15.088,15.214,0.927,0.938,0.988,2.680 ,4.01,22.90,not present ,0.00,0.00,
21/09/2021,15:30:01,5.662,-0.394,20.485,1.862,6.693,0.116,16.978,16.941,0.834,0.687,1.217,15.776,15.893,0.923,0.937,0.986,2.680 ,4.00,25.10,not present ,0.00,0.00,
21/09/2021,16:00:00,5.608,-0.405,20.316,1.829,6.638,0.114,17.693,17.649,0.829,0.684,1.214,16.523,16.632,0.914,0.928,0.986,2.680 ,3.99,26.70,not present ,0.00,0.00,
21/09/2021,16:30:01,4.883,-0.320,18.089,2.089,5.910,0.130,18.279,18.281,0.828,0.701,1.184,17.154,17.289,0.916,0.927,0.988,2.680 ,3.98,27.50,not present ,0.00,0.00,
21/09/2021,17:00:01,4.545,-0.407,17.051,1.820,5.571,0.113,18.935,19.015,0.807,0.690,1.170,17.915,18.113,0.910,0.924,0.985,2.680 ,3.97,28.10,not present ,0.00,0.00,
21/09/2021,17:30:01,4.158,-0.413,15.860,1.802,5.182,0.112,19.229,19.396,0.799,0.693,1.155,18.569,18.861,0.907,0.920,0.985,2.680 ,3.96,26.20,not present ,0.00,0.00,
21/09/2021,18:00:01,2.673,-0.408,11.293,1.818,3.689,0.113,18.784,19.030,0.793,0.724,1.097,18.858,19.221,0.903,0.916,0.985,2.680 ,3.96,23.40,not present ,0.00,0.00,
21/09/2021,18:30:01,1.198,-0.473,6.759,1.620,2.208,0.100,18.572,18.821,0.776,0.745,1.042,18.925,19.300,0.900,0.916,0.983,2.680 ,3.95,21.50,not present ,0.00,0.00,
21/09/2021,19:00:00,0.266,-0.565,3.892,1.334,1.271,0.083,18.368,18.582,0.759,0.753,1.009,18.840,19.184,0.898,0.917,0.980,2.680 ,3.95,20.90,not present ,0.00,0.00,
21/09/2021,19:30:00,0.217,-0.597,3.742,1.238,1.222,0.077,17.778,17.974,0.747,0.742,1.007,18.561,18.875,0.897,0.917,0.979,2.680 ,4.00,31.10,present ,25.77,99.30,
21/09/2021,20:00:00,-0.454,-0.347,1.678,2.006,0.548,0.125,17.098,17.267,0.753,0.766,0.984,18.095,18.390,0.899,0.910,0.988,2.680 ,4.11,37.00,present ,25.63,100.20,
21/09/2021,20:30:00,-0.498,-0.507,1.540,1.514,0.503,0.094,16.629,16.794,0.753,0.766,0.982,17.673,17.954,0.898,0.915,0.982,2.680 ,4.19,34.90,present ,25.79,61.20,
21/09/2021,21:00:01,-0.394,-0.553,1.860,1.372,0.607,0.085,16.131,16.279,0.759,0.770,0.986,17.232,17.497,0.901,0.919,0.980,2.680 ,4.19,26.60,present ,25.82,28.50,
21/09/2021,21:30:00,-1.421,-0.605,-1.294,1.212,-0.423,0.075,15.711,15.847,0.754,0.792,0.951,16.763,17.020,0.903,0.922,0.979,2.680 ,4.19,23.00,present ,25.84,26.70,
21/09/2021,22:00:00,-1.099,-0.473,-0.306,1.618,-0.100,0.100,15.583,15.713,0.746,0.775,0.962,16.472,16.721,0.909,0.924,0.983,2.680 ,4.19,22.70,present ,25.81,26.70,
21/09/2021,22:30:00,-1.088,-0.575,-0.270,1.304,-0.088,0.081,15.192,15.324,0.754,0.783,0.962,16.112,16.354,0.911,0.930,0.980,2.680 ,4.19,21.90,present ,25.77,26.40,
21/09/2021,23:00:01,-1.232,-0.416,-0.714,1.792,-0.233,0.111,15.134,15.261,0.748,0.781,0.958,15.884,16.123,0.913,0.926,0.985,2.680 ,4.19,22.80,present ,25.73,26.40,
21/09/2021,23:30:01,-0.879,-0.490,0.371,1.565,0.121,0.097,15.102,15.233,0.747,0.770,0.969,15.732,15.966,0.914,0.931,0.983,2.680 ,4.19,23.40,present ,25.73,26.10,
22/09/2021,00:00:01,-0.924,-0.537,0.232,1.422,0.075,0.088,14.865,14.991,0.749,0.774,0.968,15.487,15.716,0.914,0.932,0.981,2.680 ,4.19,22.80,present ,25.70,26.40,
22/09/2021,00:30:00,-1.061,-0.452,-0.190,1.682,-0.062,0.104,14.780,14.906,0.746,0.774,0.963,15.327,15.553,0.914,0.929,0.984,2.680 ,4.19,23.50,present ,25.66,26.10,
22/09/2021,01:00:01,-1.172,-0.586,-0.530,1.271,-0.173,0.079,14.435,14.550,0.749,0.781,0.960,15.115,15.336,0.912,0.931,0.979,2.680 ,4.19,22.50,present ,25.66,25.80,
22/09/2021,01:30:01,-1.646,-0.506,-1.987,1.517,-0.649,0.094,13.982,14.075,0.727,0.770,0.944,14.782,14.999,0.915,0.932,0.982,2.680 ,4.19,21.50,present ,25.62,26.10,
22/09/2021,02:00:00,-1.788,-0.390,-2.423,1.872,-0.791,0.116,13.548,13.661,0.756,0.804,0.939,14.393,14.608,0.919,0.932,0.986,2.680 ,4.19,20.50,present ,25.59,26.10,
22/09/2021,02:30:01,-1.765,-0.560,-2.354,1.352,-0.769,0.084,13.504,13.623,0.750,0.798,0.940,14.150,14.364,0.920,0.939,0.980,2.680 ,4.19,21.20,present ,25.55,25.80,
22/09/2021,03:00:01,-1.669,-0.562,-2.057,1.344,-0.672,0.083,13.573,13.696,0.756,0.801,0.943,14.107,14.321,0.916,0.934,0.980,2.680 ,4.19,21.90,present ,25.55,26.10,
22/09/2021,03:30:00,-1.393,-0.552,-1.208,1.374,-0.394,0.085,13.682,13.809,0.747,0.784,0.952,14.048,14.263,0.920,0.938,0.980,2.680 ,4.19,22.50,present ,25.48,26.40,
22/09/2021,04:00:01,-1.500,-0.558,-1.538,1.358,-0.502,0.084,13.500,13.621,0.750,0.791,0.949,13.934,14.146,0.920,0.938,0.980,2.680 ,4.19,21.90,present ,25.45,26.10,
22/09/2021,04:30:00,-1.456,-0.564,-1.403,1.337,-0.458,0.083,13.464,13.587,0.751,0.791,0.950,13.832,14.043,0.921,0.940,0.980,2.680 ,4.19,22.00,present ,25.45,26.10,
22/09/2021,05:00:00,-1.622,-0.513,-1.912,1.495,-0.624,0.093,13.375,13.491,0.748,0.791,0.945,13.789,14.000,0.920,0.937,0.982,2.680 ,4.19,22.30,present ,25.37,25.80,
22/09/2021,05:30:00,-1.488,-0.517,-1.501,1.484,-0.490,0.092,13.152,13.259,0.747,0.788,0.949,13.624,13.830,0.923,0.940,0.982,2.680 ,4.19,21.70,present ,25.34,25.80,
22/09/2021,06:00:00,-1.624,-0.528,-1.919,1.448,-0.627,0.090,12.969,13.075,0.752,0.796,0.945,13.457,13.660,0.921,0.939,0.981,2.680 ,4.19,21.40,present ,25.27,25.80,
22/09/2021,06:30:01,-1.474,-0.640,-1.459,1.104,-0.476,0.068,12.777,12.880,0.752,0.791,0.950,13.310,13.512,0.919,0.940,0.978,2.680 ,4.19,21.20,present ,25.27,25.80,
22/09/2021,07:00:01,-1.484,-0.539,-1.490,1.416,-0.486,0.088,12.442,12.540,0.747,0.787,0.949,13.085,13.285,0.924,0.941,0.981,2.680 ,4.20,20.50,present ,25.20,26.10,
22/09/2021,07:30:01,-1.637,-0.448,-1.960,1.694,-0.640,0.105,12.083,12.160,0.748,0.792,0.944,12.798,12.996,0.923,0.938,0.984,2.680 ,4.17,15.60,not present ,0.00,0.00,
22/09/2021,08:00:00,-1.458,-0.511,-1.409,1.503,-0.460,0.093,11.712,11.804,0.750,0.789,0.950,12.489,12.684,0.926,0.943,0.982,2.680 ,4.16,14.20,not present ,0.00,0.00,
22/09/2021,08:30:01,-1.061,-0.532,-0.188,1.437,-0.061,0.089,11.555,11.649,0.757,0.786,0.963,12.225,12.423,0.927,0.945,0.981,2.680 ,4.15,13.80,not present ,0.00,0.00,
22/09/2021,09:00:01,-0.346,-0.352,2.009,1.990,0.656,0.124,11.788,11.902,0.769,0.779,0.988,12.137,12.340,0.933,0.945,0.987,2.680 ,4.14,15.00,not present ,0.00,0.00,
22/09/2021,09:30:00,0.314,-0.373,4.041,1.927,1.320,0.120,12.008,12.115,0.778,0.770,1.010,12.214,12.423,0.931,0.944,0.987,2.680 ,4.13,16.00,not present ,0.00,0.00,
22/09/2021,10:00:00,1.289,-0.554,7.040,1.368,2.300,0.085,12.284,12.379,0.793,0.759,1.045,12.338,12.548,0.929,0.947,0.980,2.680 ,4.12,17.00,not present ,0.00,0.00,
22/09/2021,10:30:01,2.263,-0.347,10.034,2.007,3.278,0.125,12.665,12.745,0.803,0.743,1.081,12.542,12.748,0.930,0.942,0.988,2.680 ,4.11,17.90,not present ,0.00,0.00,
22/09/2021,11:00:00,3.314,-0.431,13.264,1.747,4.333,0.108,13.005,13.056,0.821,0.733,1.121,12.790,12.987,0.931,0.946,0.985,2.680 ,4.10,18.79,not present ,0.00,0.00,
22/09/2021,11:30:00,4.373,-0.381,16.522,1.900,5.398,0.118,13.532,13.564,0.832,0.716,1.164,13.117,13.307,0.930,0.943,0.986,2.680 ,4.09,20.00,not present ,0.00,0.00,
22/09/2021,12:00:00,5.120,-0.304,18.817,2.139,6.148,0.133,13.924,13.926,0.835,0.701,1.194,13.459,13.637,0.929,0.939,0.989,2.680 ,4.08,20.60,not present ,0.00,0.00,
22/09/2021,12:30:01,5.647,-0.287,20.439,2.191,6.678,0.136,14.299,14.297,0.845,0.696,1.216,13.760,13.932,0.927,0.937,0.990,2.680 ,4.07,20.90,not present ,0.00,0.00,
22/09/2021,13:00:00,5.701,-0.421,20.603,1.779,6.731,0.110,14.696,14.664,0.843,0.693,1.218,14.133,14.297,0.925,0.939,0.985,2.680 ,4.07,21.20,not present ,0.00,0.00,
22/09/2021,13:30:01,4.473,-0.308,16.829,2.127,5.498,0.132,14.817,14.807,0.826,0.709,1.168,14.400,14.559,0.925,0.935,0.989,2.680 ,4.06,21.20,not present ,0.00,0.00,
22/09/2021,14:00:01,3.384,-0.475,13.479,1.611,4.404,0.100,15.091,15.105,0.813,0.725,1.124,14.677,14.842,0.920,0.936,0.983,2.680 ,4.05,21.20,not present ,0.00,0.00,
22/09/2021,14:30:01,3.602,-0.376,14.151,1.918,4.623,0.119,15.340,15.353,0.816,0.722,1.133,14.976,15.139,0.922,0.935,0.987,2.680 ,4.04,21.50,not present ,0.00,0.00,
22/09/2021,15:00:00,2.510,-0.370,10.792,1.935,3.526,0.120,15.463,15.493,0.805,0.739,1.091,15.195,15.359,0.921,0.934,0.987,2.680 ,4.02,21.50,not present ,0.00,0.00,
22/09/2021,15:30:00,1.457,-0.373,7.555,1.925,2.468,0.120,15.529,15.575,0.788,0.750,1.051,15.367,15.534,0.919,0.932,0.987,2.680 ,4.01,21.10,not present ,0.00,0.00,
22/09/2021,16:00:01,0.623,-0.457,4.990,1.666,1.630,0.103,15.565,15.624,0.778,0.762,1.021,15.492,15.660,0.919,0.934,0.984,2.680 ,3.99,20.70,not present ,0.00,0.00,
22/09/2021,16:30:01,1.418,-0.528,7.437,1.450,2.429,0.090,15.901,15.966,0.782,0.745,1.050,15.661,15.834,0.918,0.936,0.981,2.680 ,3.98,21.00,not present ,0.00,0.00,
22/09/2021,17:00:01,1.804,-0.324,8.622,2.076,2.817,0.129,15.888,15.923,0.789,0.742,1.064,15.851,16.018,0.917,0.927,0.988,2.680 ,3.97,21.10,not present ,0.00,0.00,
22/09/2021,17:30:00,1.143,-0.477,6.589,1.607,2.152,0.100,15.705,15.746,0.780,0.750,1.040,15.839,16.005,0.915,0.931,0.983,2.680 ,3.96,20.40,not present ,0.00,0.00,
22/09/2021,18:00:00,0.741,-0.525,5.355,1.460,1.749,0.091,15.598,15.659,0.777,0.758,1.026,15.798,15.970,0.915,0.932,0.981,2.680 ,3.96,19.90,not present ,0.00,0.00,
22/09/2021,18:30:00,0.413,-0.474,4.345,1.615,1.419,0.100,15.542,15.608,0.770,0.760,1.014,15.777,15.955,0.915,0.931,0.983,2.680 ,3.95,19.79,not present ,0.00,0.00,
22/09/2021,19:00:00,0.325,-0.489,4.075,1.568,1.331,0.097,15.354,15.416,0.772,0.764,1.011,15.705,15.883,0.913,0.929,0.983,2.680 ,3.95,19.20,not present ,0.00,0.00,
22/09/2021,19:30:01,-0.198,-0.511,2.463,1.502,0.804,0.093,15.191,15.264,0.763,0.769,0.993,15.583,15.761,0.914,0.931,0.982,2.680 ,4.00,29.20,present ,25.63,99.60,
22/09/2021,20:00:00,-0.437,-0.428,1.728,1.756,0.564,0.109,15.016,15.086,0.760,0.772,0.984,15.453,15.633,0.914,0.929,0.985,2.680 ,4.11,37.30,present ,25.53,100.80,
22/09/2021,20:30:00,-0.566,-0.466,1.333,1.641,0.435,0.102,14.862,14.940,0.755,0.771,0.980,15.311,15.493,0.914,0.929,0.983,2.680 ,4.19,35.59,present ,25.55,62.40,
22/09/2021,21:00:00,-0.957,-0.532,0.129,1.437,0.042,0.089,14.663,14.734,0.752,0.778,0.967,15.156,15.337,0.913,0.931,0.981,2.680 ,4.19,27.30,present ,25.61,28.80,
22/09/2021,21:30:00,-0.733,-0.606,0.820,1.208,0.268,0.075,14.470,14.543,0.754,0.774,0.974,14.984,15.165,0.913,0.933,0.979,2.680 ,4.19,24.30,present ,25.59,26.70,
22/09/2021,22:00:01,-1.076,-0.426,-0.236,1.763,-0.077,0.109,14.262,14.345,0.753,0.783,0.963,14.786,14.970,0.919,0.934,0.985,2.680 ,4.19,22.90,present ,25.56,26.40,
22/09/2021,22:30:01,-1.216,-0.637,-0.666,1.114,-0.217,0.069,14.001,14.082,0.753,0.786,0.958,14.582,14.766,0.915,0.936,0.978,2.680 ,4.19,22.80,present ,25.52,26.40,
22/09/2021,23:00:01,-0.837,-0.691,0.499,0.947,0.163,0.059,13.447,13.518,0.756,0.779,0.971,14.275,14.460,0.914,0.936,0.976,2.680 ,4.19,21.10,present ,25.48,25.80,
22/09/2021,23:30:01,-1.279,-0.595,-0.858,1.244,-0.280,0.077,13.054,13.135,0.751,0.786,0.956,13.876,14.059,0.920,0.940,0.979,2.680 ,4.19,20.29,present ,25.41,26.10,
